CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,PLT_typ,DEF_typ,yr_file,row_add,ID
8-64-0300624,8-64-0300624,2,64,0,4,10/29/04,1/14/03,1/14/03,8/26/04,2,US govt defendant,6,1,1,3,"FRIENDS OF THE BOUND, ET AL",NGO,"BOSWORTH, ET AL",FED,BOSWORTH ET AL,FRIENDS ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2004,1,8-64-0300624-1
8-64-0300624,8-64-0300624,2,64,0,4,10/29/04,1/14/03,1/14/03,8/26/04,2,US govt defendant,6,1,1,3,"FRIENDS OF THE BOUND, ET AL",NGO,"BOSWORTH, ET AL",FED,CONSERVATIONISTS,FRIENDS ET AL,DEF,PLT,STRONG,STRONG,NGO,NGO,2004,2,8-64-0300624-2
8-64-0301555,NA,8,NA,NA,4,7/16/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,AMERICAN ET AL,U.S. ET AL,NA,NA,NA,NA,UNKNOWN,FED,2004,1,8-64-0301555-1
8-64-0301555,NA,8,NA,NA,4,8/19/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,BLASKE ET AL,AMERICAN ET AL,NA,NA,NA,NA,NA,NA,2004,2,8-64-0301555-2
8-64-0301555,NA,8,NA,NA,4,8/4/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,"MANDAN, ET AL",AMERICAN ET AL,NA,NA,NA,NA,NA,NA,2004,3,8-64-0301555-3
8-64-0301555,NA,8,NA,NA,4,7/22/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,NE ET AL,AMERICAN ET AL,NA,NA,NA,NA,NA,NA,2004,4,8-64-0301555-4
8-64-0301555,NA,8,NA,NA,4,7/23/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,STATE ET AL,AMERICAN ET AL,NA,NA,NA,NA,NA,NA,2004,5,8-64-0301555-5
8-64-0301555,NA,8,NA,NA,4,7/21/04,7/24/03,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,STATE ET AL,U.S. ET AL,NA,NA,NA,NA,STA,FED,2004,6,8-64-0301555-6
8-64-0301555,NA,8,NA,NA,4,5/20/04,7/31/03,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,STATE ET AL,U.S. ET AL,NA,NA,NA,NA,STA,FED,2004,7,8-64-0301555-7
8-64-0301555,NA,8,NA,NA,4,8/11/03,7/24/03,NA,NA,2,NA,99,NA,4,-8,NA,NA,NA,NA,U.S. ET AL,AMERICAN ET AL,NA,NA,NA,NA,FED,UNKNOWN,2003,8,8-64-0301555-8
8-64-0303572,8-64-0303572,1,64,0,4,3/30/05,7/3/03,7/3/03,5/31/05,2,US govt defendant,14,-8,5,-8,SIERRA CLUB & DEFEND,NGO,"BOSWORTH, ET AL",FED,BOSWORTH ET AL,SIERRA ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2005,1,8-64-0303572-1
8-64-0305450,8-64-0305450,1,64,0,3,9/1/05,10/1/03,10/1/03,6/23/05,2,federal question,11,-8,5,-8,MN CENTER ENVIRON,NGO,"EPA, ET AL",FED,EPA,MN ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2005,1,8-64-0305450-1
8-64-0403540,8-64-0403540,1,64,0,4,5/4/05,8/4/04,8/4/04,1/26/05,2,US govt plaintiff,0,-8,5,-8,UNITED STATES OF AMERICA,FED,QWEST CORPORATION,BIZ,USA,QWEST ET AL,PLT,DEF,STRONG,STRONG,FED,BIZ,2005,1,8-64-0403540-1
8-64-0502037,8-64-0502037,2,64,0,4,8/5/10,9/1/05,9/1/05,3/3/06,1,US govt plaintiff,5,-8,2,2,UNITED STATES OF AMERICA,FED,"GARGILL, INCORPORATED",BIZ,CARGILL,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,BIZ,FED,2010,1,8-64-0502037-1
8-64-0502037,8-64-0502037,2,64,0,4,8/13/10,9/1/05,9/1/05,3/3/06,1,US govt plaintiff,5,-8,2,2,UNITED STATES OF AMERICA,FED,"GARGILL, INCORPORATED",BIZ,UNITED STATES OF AME,CARGILL,PLT,DEF,STRONG,STRONG,FED,BIZ,2010,2,8-64-0502037-2
8-64-0502245,8-64-0502245,2,64,0,4,11/2/07,9/27/05,9/27/05,3/31/08,1,federal question,6,-8,2,5,UNITED STATES OF AMERICA,FED,BAILEY,IND,BAILEY,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,IND,FED,2007,1,8-64-0502245-1
8-64-0502245,8-64-0502245,2,64,0,4,4/21/08,9/27/05,9/27/05,3/31/08,1,federal question,6,-8,1,1,UNITED STATES OF AMERICA,FED,BAILEY,IND,BAILEY,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,IND,FED,2008,2,8-64-0502245-2
8-64-0502528,8-64-0502528,1,64,0,4,10/26/06,10/31/05,10/31/05,8/10/06,2,US govt defendant,6,-8,5,-8,CONTOSKI,BIZ,NORTON,FED,KEMPTHORNE,CONTOSKI,DEF,PLT,STRONG,STRONG,FED,BIZ,2006,1,8-64-0502528-1
8-64-0601616,8-64-0601616,1,64,0,4,1/23/07,4/28/06,4/28/06,11/6/06,2,US govt defendant,6,2,1,1,-8,UNKNOWN,STATE OF MISSOURI,STA,STATE OF MISSOURI,MARTIN,DEF,PLT,MOD,MOD,STA,UNKNOWN,2007,1,8-64-0601616-1
8-64-0603334,8-64-0603334,1,64,0,4,3/20/09,8/15/06,8/15/06,1/20/09,2,US govt defendant,6,2,1,1,SIERRA CLUB,NGO,BOSWORTH,FED,SIERRA CLUB,LAKE COUNTY,PLT,DEF,MOD,MOD,NGO,LOC,2009,1,8-64-0603334-1
8-64-0603357,8-64-0603357,4,64,0,4,11/29/07,8/17/06,8/17/06,2/13/15,2,US govt defendant,6,2,5,-8,"IZAAK WALTON LEAGUE OF , ET AL",NGO,"TIDWELL, ET AL",FED,KIMBELL,WILDERNESS WATCH,DEF,PLT,MOD,MOD,FED,NGO,2007,1,8-64-0603357-1
8-64-0603357,8-64-0603357,4,64,0,4,11/29/07,8/17/06,8/17/06,2/13/15,2,US govt defendant,6,2,1,2,"IZAAK WALTON LEAGUE OF , ET AL",NGO,"TIDWELL, ET AL",FED,WILDERNESS WATCH,KIMBELL,PLT,DEF,MOD,MOD,NGO,FED,2007,2,8-64-0603357-2
8-64-0603357,8-64-0603357,4,64,0,4,1/18/08,8/17/06,8/17/06,2/13/15,2,US govt defendant,6,2,1,2,"IZAAK WALTON LEAGUE OF , ET AL",NGO,"TIDWELL, ET AL",FED,WILDERNESS WATCH,KIMBELL,PLT,DEF,MOD,MOD,NGO,FED,2008,3,8-64-0603357-3
8-64-0702593,8-64-0702593,2,64,0,4,5/12/10,6/5/07,6/5/07,3/11/10,2,US govt defendant,6,2,5,-8,SIERRA CLUB NORTH STAR CHAPTER,NGO,PETERS,FED,LAHOOD,SIERRA CLUB NORTH ST,DEF,PLT,MOD,MOD,FED,NGO,2010,1,8-64-0702593-1
8-64-0702593,8-64-0702593,2,64,0,4,5/25/10,6/5/07,6/5/07,3/11/10,2,US govt defendant,6,2,5,-8,SIERRA CLUB NORTH STAR CHAPTER,NGO,PETERS,FED,SIERRA CLUB NORTH ST,LAHOOD,PLT,DEF,MOD,MOD,NGO,FED,2010,2,8-64-0702593-2
8-64-1000147,8-64-1000147,1,64,0,4,3/27/12,1/19/10,1/19/10,11/14/13,2,US govt defendant,13,0,5,-8,"SAINT PAUL BRANCH OF TH, ET AL",NGO_O,"UNITED STATES DEPARTMEN, ET AL",FED,UNITED STATES DEPART,THE SAINT PAUL BRANC,DEF,PLT,STRONG,STRONG,FED,NGO_O,2012,1,8-64-1000147-1
8-64-1203043,8-64-1203043,1,64,0,4,7/24/13,12/5/12,12/5/12,3/21/16,2,US govt defendant,13,0,1,2,"NATIONAL PARKS CONSERVA, ET AL",NGO,"UNITED STATES ENVIRONME, ET AL",FED,NORTHERN STATES POWE,NATIONAL PARKS CONSE,DEF,PLT,STRONG,STRONG,FED,NGO,2013,1,8-64-1203043-1
8-64-1300107,8-64-1300107,1,64,0,4,9/19/13,1/11/13,1/11/13,8/1/13,2,US govt defendant,3,0,1,2,"HAWKES CO., INC., ET AL",BIZ,UNITED STATES ARMY CORPS OF EN,FED,"HAWKES CO., INC.",UNITED STATES ARMY C,PLT,DEF,STRONG,STRONG,BIZ,FED,2013,1,8-64-1300107-1
8-64-1302262,8-64-1302262,2,64,0,4,5/28/15,8/19/13,8/19/13,3/30/21,2,US govt defendant,13,0,1,1,"RICHLAND/WILKIN JOINT P, ET AL",BIZ,"KOPROWSKI, ET AL",FED,FARGO-MOORHEAD FLOOD,RICHLAND/WILKIN JOIN,DEF,PLT,MOD,MOD,FED,BIZ,2015,1,8-64-1302262-1
8-64-1302262,8-64-1302262,2,64,0,4,11/8/17,8/19/13,8/19/13,3/30/21,2,US govt defendant,13,0,5,-8,"RICHLAND/WILKIN JOINT P, ET AL",BIZ,"KOPROWSKI, ET AL",FED,FARGO-MOORHEAD FLOOD,RICHLAND/WILKIN JOIN,DEF,PLT,MOD,MOD,FED,BIZ,2017,2,8-64-1302262-2
8-64-1403391,8-64-1403391,1,64,0,4,4/3/18,9/8/14,9/8/14,2/28/18,2,federal question,3,0,1,2,LAKES AND PARKS ALLIANCE OF MI,NGO,"FEDERAL TRANSIT ADMINIS, ET AL",FED,LAKES AND PARKS ALLI,FEDERAL TRANSIT ADMI,PLT,DEF,STRONG,STRONG,NGO,FED,2018,1,8-64-1403391-1
8-64-8000469,NA,1,NA,NA,0,8/26/20,9/11/80,NA,NA,2,NA,99,NA,-8,-8,NA,NA,NA,NA,DAIKIN APPLIED AMERI,UNITED STATES OF AME,NA,NA,NA,NA,BIZ,FED,2020,1,8-64-8000469-1
8-64-8600687,NA,2,NA,NA,4,11/28/88,8/26/86,NA,NA,2,NA,99,NA,2,5,NA,NA,NA,NA,"ADM ENVIRON.,",DEF OF WILDLIF,NA,NA,NA,NA,FED,NGO,1988,1,8-64-8600687-1
8-64-8600687,NA,2,NA,NA,4,6/28/88,8/26/86,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,ADM ENVOR,DEF WILDLIFE,NA,NA,NA,NA,FED,NGO,1988,2,8-64-8600687-2
8-64-8600757,NA,3,NA,NA,3,7/25/89,8/27/86,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,LUJAN,DEFENDERS/WLDL,NA,NA,NA,NA,FED,NGO,1989,1,8-64-8600757-1
8-64-8600757,NA,3,NA,NA,3,7/21/92,8/27/86,NA,NA,2,NA,99,NA,2,6,NA,NA,NA,NA,LUJAN ET AL,DEFENDERS,NA,NA,NA,NA,FED,NGO,1992,2,8-64-8600757-2
8-64-8600757,NA,3,NA,NA,3,7/21/92,8/27/86,NA,NA,2,NA,99,NA,2,6,NA,NA,NA,NA,LUJAN ET AL,DEFENDERS,NA,NA,NA,NA,FED,NGO,1992,3,8-64-8600757-3
8-64-8600867,NA,1,NA,NA,4,6/28/88,8/26/86,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,AMER FARM BUREAU,DEFENDERS,NA,NA,NA,NA,FED,NGO,1988,1,8-64-8600867-1
8-64-8700648,NA,1,NA,NA,4,1/15/88,7/17/87,NA,NA,2,NA,99,NA,4,-8,NA,NA,NA,NA,CITY PRESTON ETA,KALITOWSKI,NA,NA,NA,NA,NA,NA,1988,1,8-64-8700648-1
8-64-8900202,8-64-8900202,1,64,5,5,6/28/93,9/29/89,9/29/89,8/16/95,1,US govt plaintiff,17,1,5,-8,US,FED,ARROWHEAD REFINING CO ETAL,BIZ,ARROWHEAD,MOBIL ET AL,DEF,PLT,MOD,MOD,BIZ,FED,1993,1,8-64-8900202-1
8-64-8900674,8-64-8900674,1,64,3,3,10/2/90,10/11/89,10/11/89,7/2/92,2,US govt defendant,11,-8,1,2,"NATL WILDLIFE FED, ET AL",NGO,"AGRIC STABILIZATION, ET AL",FED,NATL.WILDLIF.FED,AGRI.STABILZ.,PLT,DEF,STRONG,STRONG,NGO,FED,1990,1,8-64-8900674-1
8-64-9000008,8-64-9000008,3,64,4,4,9/9/91,1/5/90,1/5/90,2/10/94,2,US govt defendant,6,1,1,2,FRIENDS ETAL,NGO,ROBERTSON ETAL,FED,FRIENDS ET AL,ROBERTSON ET A,PLT,DEF,STRONG,STRONG,NGO,FED,1991,1,8-64-9000008-1
8-64-9000008,8-64-9000008,3,64,4,4,3/30/94,1/5/90,1/5/90,2/10/94,2,US govt defendant,6,1,1,3,FRIENDS ETAL,NGO,ROBERTSON ETAL,FED,FRIENDS ET AL,THOMAS ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1994,2,8-64-9000008-2
8-64-9000008,8-64-9000008,3,64,4,4,4/14/94,1/5/90,1/5/90,2/10/94,2,US govt defendant,6,1,1,3,FRIENDS ETAL,NGO,ROBERTSON ETAL,FED,THOMAS ET AL,FRIENDS ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,1994,3,8-64-9000008-3
8-64-9000434,8-64-9000434,2,64,4,4,7/8/91,6/14/90,6/14/90,4/16/91,2,federal question,6,2,5,-8,VOYAGEURS NATL PARK,NGO,"LUJAN, ET AL",FED,LUJAN ET AL,VOYAGEURS ET A,DEF,PLT,STRONG,STRONG,FED,NGO,1991,1,8-64-9000434-1
8-64-9000434,8-64-9000434,2,64,4,4,5/7/91,6/14/90,6/14/90,4/16/91,2,federal question,6,2,1,1,VOYAGEURS NATL PARK,NGO,"LUJAN, ET AL",FED,YOYAGEURS ET AL,LUJAN ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1991,2,8-64-9000434-2
8-64-9200495,8-64-9200495,1,64,3,3,6/30/93,7/24/92,7/24/92,3/12/93,2,US govt defendant,6,2,1,1,MINNESOTA PESTICIDE,BIZ,"MADIGAN, ET AL",FED,MN,ESPY ET AL,DEF,PLT,STRONG,STRONG,FED,FED,1993,1,8-64-9200495-1
8-64-9300313,8-64-9300313,1,64,3,3,1/21/94,5/18/93,5/18/93,2/14/95,2,federal question,17,3,1,2,"NEIGHBORHOOD TRANS, ET AL",CIVIC,"PENA, ET AL",FED,NEIGHBORHOOD ET,PENA ET AL,PLT,DEF,STRONG,STRONG,CIVIC,FED,1994,1,8-64-9300313-1
8-64-9400008,8-64-9400008,3,64,5,5,4/2/96,1/14/94,1/14/94,1/24/96,2,US govt defendant,6,1,5,-8,"MAUSOLF, ET AL",IND,"BABBITT, ET AL",FED,BABBITT ET AL,MAUSOLF ET AL,DEF,PLT,STRONG,STRONG,FED,IND,1996,1,8-64-9400008-1
8-64-9400008,8-64-9400008,3,64,5,5,1/25/95,1/14/94,1/14/94,1/24/96,2,US govt defendant,6,1,1,2,"MAUSOLF, ET AL",IND,"BABBITT, ET AL",FED,VOYAGEURS ET AL,MAUSOLF ET AL,DEF,PLT,STRONG,STRONG,FED,IND,1995,2,8-64-9400008-2
8-64-9400008,8-64-9400008,3,64,5,5,4/2/96,1/14/94,1/14/94,1/24/96,2,US govt defendant,6,1,1,2,"MAUSOLF, ET AL",IND,"BABBITT, ET AL",FED,VOYAGEURS ET AL,MAUSOLF ET AL,DEF,PLT,STRONG,STRONG,FED,IND,1996,3,8-64-9400008-3
8-64-9400154,NA,1,NA,NA,5,8/22/97,12/5/94,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,CTY. ET AL,DOMBECK ET AL,NA,NA,NA,NA,LOC,FED,1997,1,8-64-9400154-1
8-64-9500010,NA,1,NA,NA,5,8/22/97,12/5/94,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,FRIENDS ET AL,DOMBECK ET AL,NA,NA,NA,NA,NGO,FED,1997,1,8-64-9500010-1
8-64-9600985,8-64-9600985,1,64,3,3,7/8/98,10/24/96,10/24/96,5/19/98,2,US govt defendant,6,2,1,1,PARK AND RIVER,NGO,"PENA, ET AL",FED,PARK,SLATER ET AL,PLT,DEF,MOD,MOD,NGO,FED,1998,1,8-64-9600985-1
8-64-9800001,8-64-9800001,1,64,0,4,2/10/98,1/2/98,1/2/98,2/4/98,2,US govt defendant,6,2,5,-8,EARTH PROTECTOR INC,BIZ,"JACOBS, ET AL",BIZ,EARTH,JACOBS ET AL,PLT,DEF,STRONG,STRONG,BIZ,BIZ,1998,1,8-64-9800001-1
8-64-9801416,8-64-9801416,1,64,0,4,12/16/98,5/29/98,5/29/98,11/2/98,2,US govt defendant,14,-8,1,1,"MINNESOTA HUMANE SOC, ET AL",NGO,"CLARK, ET AL",FED,MN ET AL,CLARK ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1998,1,8-64-9801416-1
8-64-9901596,8-64-9901596,1,64,0,4,6/25/01,10/19/99,10/19/99,5/2/01,2,federal question,6,2,1,1,"MISSISSIPPI RIVER, ET AL",NGO,"EPA, ET AL",FED,MISSISSIPPI ET A,CITY ET AL,PLT,DEF,MOD,MOD,NGO,FED,2001,1,8-64-9901596-1
8-65-0200054,8-65-0200054,1,65,1,1,9/12/03,4/17/02,4/17/02,7/29/03,2,US govt defendant,6,2,1,1,"HEARTWOOD, INC., ET AL",BIZ,"U.S. FOREST SERVICE, ET AL",FED,HEARTWOOD ET AL,UNITED ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,2003,1,8-65-0200054-1
8-65-0200983,8-65-0200983,1,65,4,4,12/12/02,6/28/02,6/28/02,11/7/02,2,US govt defendant,6,2,2,5,MO COALITION ENVIRON,NGO,"USACE, ET AL",FED,MO,U.S. ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2002,1,8-65-0200983-1
8-65-0301625,8-65-0301625,1,65,4,4,3/3/05,11/10/03,11/10/03,9/9/04,2,US govt plaintiff,14,-8,1,1,UNITED STATES OF AMERICA,FED,METROPOLITAN ST. LOUIS SEWER D,LOC,MALLINCKRODT,USA,DEF,PLT,MOD,MOD,BIZ,FED,2005,1,8-65-0301625-1
8-65-0400301,8-65-0400301,1,65,4,4,10/19/06,3/12/04,3/12/04,8/17/06,2,US govt defendant,6,-8,1,6,"CLARKSON VALLEY, CITY OF",LOC,MINETA,FED,CITY OF CLARKSON,MINETA,PLT,DEF,STRONG,STRONG,LOC,FED,2006,1,8-65-0400301-1
8-65-0500063,8-65-0500063,1,65,1,1,12/16/08,4/18/05,4/18/05,4/2/08,1,US govt plaintiff,5,-8,5,-8,UNITED STATES OF AMERICA,FED,"B&D ELECTRIC, INC.",BIZ,UNITED STATES OF AME,FLORIDA POWER & LIGH,PLT,DEF,MOD,MOD,FED,BIZ,2008,1,8-65-0500063-1
8-65-0701120,8-65-0701120,3,65,4,4,10/20/08,6/11/07,6/11/07,4/27/12,2,US govt plaintiff,5,1,1,1,UNITED STATES OF AMERICA,FED,"METROPOLITAN ST. LOUIS , ET AL",LOC,STATE OF MISSOURI,METROPOLITAN ST. LOU,PLT,DEF,STRONG,STRONG,STA,LOC,2008,1,8-65-0701120-1
8-65-0701120,8-65-0701120,3,65,4,4,8/3/09,6/11/07,6/11/07,4/27/12,2,US govt plaintiff,5,1,2,1,UNITED STATES OF AMERICA,FED,"METROPOLITAN ST. LOUIS , ET AL",LOC,STATE OF MISSOURI,METROPOLITAN ST. LOU,PLT,DEF,STRONG,STRONG,STA,LOC,2009,2,8-65-0701120-2
8-65-0701120,8-65-0701120,3,65,4,4,10/20/08,6/11/07,6/11/07,4/27/12,2,US govt plaintiff,5,1,1,1,UNITED STATES OF AMERICA,FED,"METROPOLITAN ST. LOUIS , ET AL",LOC,THE MISSOURI INDUSTR,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,LOC,FED,2008,3,8-65-0701120-3
8-65-0801982,8-65-0801982,1,65,4,4,9/16/09,12/23/08,12/23/08,7/23/09,2,US govt defendant,3,-8,1,1,"GREAT RIVERS HABITAT AL, ET AL",NGO,"FEDERAL EMERGENCY MANAG, ET AL",FED,GREAT RIVERS HABITAT,FEDERAL EMERGENCY MA,PLT,DEF,STRONG,STRONG,NGO,FED,2009,1,8-65-0801982-1
8-65-1100067,8-65-1100067,1,65,1,1,4/29/11,4/26/11,4/26/11,5/11/11,2,federal question,12,0,5,-8,"STATE OF MISSOURI, ET AL",STA,"UNITED STATES ARMY CORP, ET AL",FED,STATE OF MISSOURI,UNITED STATES ARMY C,PLT,DEF,STRONG,STRONG,STA,FED,2011,1,8-65-1100067-1
8-65-1100077,8-65-1100077,1,65,4,4,10/11/19,1/12/11,1/12/11,9/30/19,1,federal question,17,1,1,3,UNITED STATES OF AMERICA,FED,AMEREN MISSOURI,BIZ,AMEREN MISSOURI,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,BIZ,FED,2019,1,8-65-1100077-1
8-65-8700030,NA,2,NA,NA,2,9/16/91,2/26/87,NA,NA,1,NA,99,NA,1,3,NA,NA,NA,NA,MORECO,USA ET AL,NA,NA,NA,NA,BIZ,FED,1991,1,8-65-8700030-1
8-65-8700030,NA,2,NA,NA,2,9/17/91,2/26/87,NA,NA,1,NA,99,NA,1,3,NA,NA,NA,NA,PIERCE,USA ET AL,NA,NA,NA,NA,IND,FED,1991,2,8-65-8700030-2
8-65-8701397,NA,1,NA,NA,4,3/11/88,7/30/87,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,MISSOURI COALITI,CORP ENGRS ETA,NA,NA,NA,NA,BIZ,BIZ,1988,1,8-65-8701397-1
8-65-8800543,8-65-8800543,3,65,4,4,4/1/91,3/22/88,3/22/88,7/13/90,1,US govt plaintiff,14,-8,1,3,US,FED,METROPOLITAN ST LOUIS SEWER,LOC,MISSOURI,USA,DEF,PLT,MOD,MOD,LOC,FED,1991,1,8-65-8800543-1
8-65-8800543,8-65-8800543,3,65,4,4,10/13/88,3/22/88,3/22/88,7/13/90,1,US govt plaintiff,14,-8,1,2,US,FED,METROPOLITAN ST LOUIS SEWER,LOC,MO.COALITION,ET AL,DEF,PLT,MOD,MOD,BIZ,FED,1988,2,8-65-8800543-2
8-65-8900103,8-65-8900103,1,65,2,2,12/20/90,8/10/89,8/10/89,10/5/90,2,US govt defendant,3,-8,5,-8,RICKY LEE MCGOWN,IND,UNITED STATES OF AMERICA,FED,MCGOWN,NA,PLT,DEF,MOD,MOD,IND,FED,1990,1,8-65-8900103-1
8-65-9000656,NA,1,NA,NA,4,1/2/96,11/23/83,NA,NA,2,NA,99,NA,2,1,NA,NA,NA,NA,ST. ET AL,STATE ET AL,NA,NA,NA,NA,NA,NA,1996,1,8-65-9000656-1
8-65-9100087,8-65-9100087,2,65,1,1,6/15/93,7/11/91,7/11/91,9/24/91,1,US govt plaintiff,13,-8,1,1,UNITED STATES OF AMERICA,FED,"KNOTE, CHARLES E.",IND,USA,KNOTE ET AL,PLT,DEF,STRONG,STRONG,FED,IND,1993,1,8-65-9100087-1
8-65-9100087,8-65-9100087,2,65,1,1,3/21/95,7/11/91,7/11/91,9/24/91,1,US govt plaintiff,13,-8,5,-8,UNITED STATES OF AMERICA,FED,"KNOTE, CHARLES E.",IND,USA,KNOTE ET AL,PLT,DEF,STRONG,STRONG,FED,IND,1995,2,8-65-9100087-2
8-65-9200078,NA,1,NA,NA,4,10/28/94,7/2/92,NA,NA,2,NA,99,NA,1,2,NA,NA,NA,NA,FLANDERS,USA ET AL,NA,NA,NA,NA,IND,FED,1994,1,8-65-9200078-1
8-65-9200088,NA,1,NA,NA,1,10/11/96,7/2/92,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,FLANDERS ET AL,USA ET AL,NA,NA,NA,NA,IND,FED,1996,1,8-65-9200088-1
8-65-9401288,8-65-9401288,1,65,4,4,5/10/96,7/1/94,7/1/94,2/5/96,2,US govt defendant,9,2,1,2,"MISSOURI, STATE OF, ET AL",STA,"USA, ET AL",FED,STATE ET AL,USA ET AL,PLT,DEF,MOD,MOD,STA,FED,1996,1,8-65-9401288-1
8-65-9600928,8-65-9600928,1,65,4,4,1/15/98,5/10/96,5/10/96,9/11/97,2,US govt defendant,6,2,4,-8,"STOLTE, ET AL",IND,"PENA, ET AL",FED,STOLTE ET AL,SLATER ET AL,PLT,PLT,STRONG,STRONG,IND,IND,1998,1,8-65-9600928-1
8-65-9601898,8-65-9601898,1,65,4,4,10/1/98,9/20/96,9/20/96,7/22/98,2,US govt defendant,9,1,5,-8,"MADISON WAREHOUSE, ET AL",BIZ,USA,FED,USA ET AL,MADISON,DEF,PLT,STRONG,STRONG,FED,BIZ,1998,1,8-65-9601898-1
8-65-9602307,8-65-9602307,1,65,4,4,6/30/97,11/22/96,11/22/96,3/27/98,2,US govt defendant,6,2,2,5,"HEARTWOOD, INC.",BIZ,"AGRI, ET AL",FED,HEARTWOOD ET AL,DEPT. ET AL,PLT,DEF,MOD,MOD,BIZ,FED,1997,1,8-65-9602307-1
8-65-9701557,8-65-9701557,1,65,4,4,10/18/99,7/25/97,7/25/97,1/1/00,1,US govt plaintiff,6,1,1,1,USA,FED,"FINDETT CORPORATION, ET AL",BIZ,FINDETT,USA ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,1999,1,8-65-9701557-1
8-66-0304254,8-66-0304254,2,66,2,2,11/29/04,11/21/03,11/21/03,9/13/04,2,US govt defendant,6,-8,1,2,SIERRA CLUB,NGO,UNITED STATES ARMY CORPS OF EN,FED,SIERRA,U.S. ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2004,1,8-66-0304254-1
8-66-0304254,8-66-0304254,2,66,2,2,7/25/07,11/21/03,11/21/03,9/13/04,2,US govt defendant,6,-8,5,-8,SIERRA CLUB,NGO,UNITED STATES ARMY CORPS OF EN,FED,UNITED STATES AR,SIERRA CLUB,DEF,PLT,STRONG,STRONG,FED,NGO,2007,2,8-66-0304254-2
8-66-0500497,8-66-0500497,2,66,4,4,11/20/06,5/27/05,5/27/05,9/22/06,1,US govt plaintiff,6,-8,5,-8,UNITED STATES OF AMERICA,FED,HORNE,IND,DEANGELO BROTHER,UNITED STATES O,DEF,PLT,STRONG,STRONG,IND,FED,2006,1,8-66-0500497-1
8-66-0500497,8-66-0500497,2,66,4,4,10/27/06,5/27/05,5/27/05,9/22/06,1,US govt plaintiff,6,-8,5,-8,UNITED STATES OF AMERICA,FED,HORNE,IND,HORNE,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,IND,FED,2006,2,8-66-0500497-2
8-66-2004018,8-66-2004018,1,66,2,2,10/26/21,2/4/20,2/4/20,8/25/21,2,federal question,6,2,-8,-8,STATE OF MISSOURI,STA,"U.S. DEPARTMENT OF INTE, ET AL",FED,STATE OF MISSOURI,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,STA,FED,2021,1,8-66-2004018-1
8-66-8200983,NA,1,NA,NA,4,1/17/89,11/22/82,NA,NA,1,NA,99,NA,5,-8,NA,NA,NA,NA,MURRAY OHIO MFG,CNSRVTN CHEM,NA,NA,NA,NA,NA,NA,1989,1,8-66-8200983-1
8-66-9400777,8-66-9400777,1,66,4,4,6/16/97,8/17/94,8/17/94,4/7/97,1,US govt plaintiff,17,3,5,-8,USA,FED,"WILMOTH, ET AL",IND,USA,VAN ET AL,PLT,DEF,MOD,MOD,FED,IND,1997,1,8-66-9400777-1
