CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,JUDGDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,yr_file,yr_term,PLT_typ,DEF_typ,row_add,ID
4-23-8800133,4-23-8800133,1,23,2,2,1989-04-06,1988-06-30,1989-08-28,1988-06-30,1988-08-11,2,US govt defendant,9,1,5,-8,MARTIN,IND,DOI,FED,"LUJAN,",MARTIN ET AL,DEF,PLT,STRONG,STRONG,1989,1989,FED,IND,1,4-23-8800133-1
4-23-8900086,4-23-8900086,1,23,1,1,1989-07-13,1989-05-09,1989-08-31,1989-05-09,1992-06-02,2,US govt defendant,12,-8,5,-8,BLACKWOOD FUEL CO INC,BIZ,DOI,FED,"LUJAN,",BLACKWOOD,DEF,PLT,MOD,MOD,1989,1989,FED,BIZ,1,4-23-8900086-1
4-23-9300103,4-23-9300103,1,23,5,5,1994-04-18,1993-12-14,1995-07-31,1993-12-14,1994-02-09,2,US govt defendant,6,2,2,1,"CLANTON, ET AL",IND,"KELLEY, ET AL",FED,KRICHBAUM ET AL,KELLEY ET AL,PLT,DEF,STRONG,STRONG,1994,1995,IND,FED,1,4-23-9300103-1
4-23-9300165,4-23-9300165,1,23,1,1,1994-02-10,1993-10-18,1994-05-24,1993-10-18,1994-11-17,2,US govt defendant,13,-8,5,-8,"FINCASTLE MINING, ET AL",BIZ,"BABBITT, ET AL",FED,"BABBITT, ET AL",FINCASTLE ET A,DEF,PLT,STRONG,STRONG,1994,1994,FED,BIZ,1,4-23-9300165-1
4-23-9501203,4-23-9501203,1,23,7,7,1996-11-04,1995-11-15,1997-11-17,1995-11-15,1996-10-01,2,US govt defendant,14,-8,1,1,"NEW RIVER VALLEY, ET AL",NGO,"U.S. DEPT. OF TRANS., ET AL",FED,NEW ET AL,US ET AL,PLT,DEF,STRONG,STRONG,1996,1997,NGO,FED,1,4-23-9501203-1
4-23-9600001,4-23-9600001,1,23,2,2,1997-04-09,1996-01-02,1997-09-19,1996-01-02,1997-03-05,2,US govt defendant,6,2,2,5,"CATRON, ET AL",IND,BABBITT,FED,CATRON ET AL,"BABBITT,",PLT,DEF,STRONG,STRONG,1997,1997,IND,FED,1,4-23-9600001-1
4-23-9601000,4-23-9601000,1,23,7,7,1997-09-04,1996-11-19,1998-04-09,1996-11-19,1997-07-03,2,US govt defendant,6,2,2,1,KRICHBAUM,IND,"FOREST SERVICE, ET AL",FED,KRICHBAUM,US ET AL,PLT,DEF,STRONG,STRONG,1997,1998,IND,FED,1,4-23-9601000-1
4-23-9601089,4-23-9601089,1,23,7,7,1997-07-28,1996-12-20,1998-09-10,1996-12-20,1997-07-01,2,US govt defendant,14,-8,1,1,"NEW RIVER VALLEY, ET AL",NGO,"US DEPT. OF TRANS., ET AL",FED,NEW ET AL,US ET AL,PLT,DEF,STRONG,STRONG,1997,1998,NGO,FED,1,4-23-9601089-1
4-23-9700027,4-23-9700027,1,23,5,5,1998-10-29,1997-04-30,1999-01-08,1997-04-30,1998-08-27,2,US govt defendant,6,2,4,-8,KRICHBAUM,IND,"U.S. FOREST SERVICE, ET AL",FED,KRICHBAUM,US ET AL,PLT,DEF,STRONG,STRONG,1998,1999,IND,FED,1,4-23-9700027-1
4-23-9800004,4-23-9800004,2,23,3,3,2001-10-30,1998-01-08,2003-02-07,1998-01-08,2001-08-21,2,US govt defendant,6,1,1,3,"PIEDMONT ENVIRONMENT, ET AL",LOC,"US DEPT OF TRANSPORT, ET AL",FED,PIEDMONT ET AL,US ET AL,PLT,DEF,STRONG,STRONG,2001,2003,LOC,FED,1,4-23-9800004-1
4-23-9800004,4-23-9800004,2,23,3,3,2002-12-02,1998-01-08,2003-06-02,1998-01-08,2001-08-21,2,US govt defendant,6,1,2,1,"PIEDMONT ENVIRONMENT, ET AL",LOC,"US DEPT OF TRANSPORT, ET AL",FED,PIEDMONT ET AL,US ET AL,PLT,DEF,STRONG,STRONG,2002,2003,LOC,FED,2,4-23-9800004-2
4-23-9800388,4-23-9800388,1,23,7,7,1998-10-23,1998-06-12,1999-09-24,1998-06-12,1998-08-17,2,federal question,6,2,2,1,"SHENANDOAH E. D. G., ET AL",BIZ,"U.S. FOREST SERVICE, ET AL",FED,SHENANDOAH ET AL,US ET AL,PLT,DEF,STRONG,STRONG,1998,1999,BIZ,FED,1,4-23-9800388-1
4-24-0200020,4-24-0200020,1,24,3,3,2002-09-09,2002-03-21,2003-09-15,2002-03-21,2002-08-05,2,US govt defendant,17,2,1,1,"ROUTE 9 OPPOISTION, ET AL",OTHER,"MINETA, ET AL",FED,ROUTE ET AL,"MINETA, ET AL",PLT,DEF,STRONG,STRONG,2002,2003,OTHER,FED,1,4-24-0200020-1
4-24-0200034,4-24-0200034,1,24,3,3,2005-05-26,2002-04-23,2006-01-10,2002-04-23,2005-08-03,2,US govt defendant,4,-8,5,-8,"PIEDMONT ENVIRON, ET AL",LOC,"STROCK, ET AL",FED,PIEDMONT ET AL,STROCK ET AL,PLT,DEF,STRONG,STRONG,2005,2006,LOC,FED,1,4-24-0200034-1
4-24-0400074,4-24-0400074,1,24,2,2,2007-05-07,2004-10-04,2008-12-22,2004-10-04,2007-03-09,2,US govt defendant,6,2,5,-8,"CHEYENNE SALES, CO.",BIZ,NORTON,FED,CHEYENNE SALES COMPA,NORTON,PLT,DEF,STRONG,STRONG,2007,2008,BIZ,FED,1,4-24-0400074-1
4-24-0500011,4-24-0500011,1,24,2,2,2006-05-23,2005-02-10,2007-03-13,2005-02-10,2006-03-07,2,US govt defendant,6,2,1,3,WV HIGHLANDS,NGO,NORTON,FED,WV,NORTON,PLT,DEF,STRONG,STRONG,2006,2007,NGO,FED,1,4-24-0500011-1
4-24-0600011,4-24-0600011,1,24,2,2,2007-12-20,2006-01-27,2009-06-10,2006-01-27,2007-09-20,2,US govt defendant,11,-8,1,1,WEST VIRGINIA HIGHLANDS CONSER,NGO,SECRETARY OF THE INTERIOR,FED,KEMPTHORNE,WEST VIRGINIA HIGHLA,DEF,PLT,STRONG,STRONG,2007,2009,FED,NGO,1,4-24-0600011-1
4-24-0900138,4-24-0900138,1,24,2,2,2011-07-19,2009-11-23,2012-07-13,2009-11-23,2011-06-13,2,US govt defendant,6,2,1,1,"WEBSTER, ET AL",IND,"UNITED STATES DEPARTMEN, ET AL",FED,WEBSTER,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,2011,2012,IND,FED,1,4-24-0900138-1
4-24-1200019,4-24-1200019,2,24,5,5,2014-10-22,2012-02-06,2015-04-21,2012-02-06,2012-03-06,1,US govt plaintiff,12,0,5,-8,"UNITED STATES OF AMERIC, ET AL",FED,"RG STEEL WHEELING, LLC, ET AL",BIZ,UNITED STATES OF AME,MOUNTAIN STATE CARBO,PLT,DEF,MOD,MOD,2014,2015,FED,BIZ,1,4-24-1200019-1
4-24-1200019,4-24-1200019,2,24,5,5,2015-01-05,2012-02-06,2015-04-21,2012-02-06,2012-03-06,1,US govt plaintiff,12,0,5,-8,"UNITED STATES OF AMERIC, ET AL",FED,"RG STEEL WHEELING, LLC, ET AL",BIZ,UNITED STATES OF AME,MOUNTAIN STATE CARBO,PLT,DEF,MOD,MOD,2015,2015,FED,BIZ,2,4-24-1200019-2
4-24-1200042,4-24-1200042,5,24,2,2,2013-12-20,2012-06-14,2014-10-02,2012-06-14,2013-10-23,2,US govt defendant,6,1,5,-8,"ALT, ET AL",IND,"UNITED STATES ENVIRONME, ET AL",FED,CENTER FOR FOOD SAFE,CHESAPEAKE BAY FOUND,DEF,PLT,MOD,MOD,2013,2014,FED,IND,1,4-24-1200042-1
4-24-1200042,4-24-1200042,5,24,2,2,2013-12-20,2012-06-14,2014-10-02,2012-06-14,2013-10-23,2,US govt defendant,6,1,5,-8,"ALT, ET AL",IND,"UNITED STATES ENVIRONME, ET AL",FED,POTOMAC RIVERKEEPER,ALT,DEF,PLT,MOD,MOD,2013,2014,NGO,IND,2,4-24-1200042-2
4-24-1200042,4-24-1200042,5,24,2,2,2013-12-23,2012-06-14,2014-09-24,2012-06-14,2013-10-23,2,US govt defendant,6,1,5,-8,"ALT, ET AL",IND,"UNITED STATES ENVIRONME, ET AL",FED,UNITED STATES ENVIRO,ALT,DEF,PLT,MOD,MOD,2013,2014,FED,IND,3,4-24-1200042-3
4-24-1200042,NA,5,NA,NA,2,2013-12-23,2013-06-14,2014-10-02,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,WATERKEEPER ALLIANCE,ALT,NA,NA,NA,NA,2013,2014,NGO,NA,4,4-24-1200042-4
4-24-1400039,4-24-1400039,3,24,5,5,2017-01-24,2014-03-24,2017-06-29,2014-03-24,2017-01-17,2,US govt defendant,18,0,1,2,"MURRAY ENERGY CORPORATI, ET AL",BIZ,"ADMINISTRATOR OF ENVIRO, ET AL",FED,MON VALLEY CLEAN AIR,MURRAY ENERGY CORPOR,DEF,PLT,MOD,MOD,2017,2017,FED,BIZ,1,4-24-1400039-1
4-24-1400039,4-24-1400039,3,24,5,5,2016-12-21,2014-03-24,2017-06-29,2014-03-24,2017-01-17,2,US govt defendant,18,0,1,2,"MURRAY ENERGY CORPORATI, ET AL",BIZ,"ADMINISTRATOR OF ENVIRO, ET AL",FED,"THE ADMINISTRATOR, U",MURRAY ENERGY CORPOR,DEF,PLT,STRONG,STRONG,2016,2017,FED,BIZ,2,4-24-1400039-2
4-24-1400039,4-24-1400039,3,24,5,5,2017-02-06,2014-03-24,2017-06-29,2014-03-24,2017-01-17,2,US govt defendant,18,0,1,2,"MURRAY ENERGY CORPORATI, ET AL",BIZ,"ADMINISTRATOR OF ENVIRO, ET AL",FED,"THE ADMINISTRATOR, U",MURRAY ENERGY CORPOR,DEF,PLT,STRONG,STRONG,2017,2017,FED,BIZ,3,4-24-1400039-3
4-24-8500124,4-24-8500124,1,24,5,3,1997-06-06,1985-10-16,1997-11-10,1985-10-16,1989-10-06,2,US govt defendant,5,2,1,1,WHEELING PITTSBURGH STEEL,BIZ,EPA,FED,WHEELING-PITTSBU,EPA,PLT,DEF,STRONG,STRONG,1997,1997,BIZ,FED,1,4-24-8500124-1
4-24-8700085,4-24-8700085,3,24,5,1,1993-05-04,1987-11-04,1993-06-30,1987-11-04,1995-11-29,1,US govt plaintiff,5,3,4,-8,U S,FED,RAYLE COAL CO,BIZ,RAYLE ET AL,US ET AL,DEF,PLT,MOD,MOD,1993,1993,BIZ,FED,1,4-24-8700085-1
4-24-8700085,4-24-8700085,3,24,5,1,1993-03-25,1987-11-04,1995-06-14,1987-11-04,1995-11-29,1,US govt plaintiff,5,3,2,5,U S,FED,RAYLE COAL CO,BIZ,RAYLE ET AL,US ET AL,DEF,PLT,MOD,MOD,1993,1995,BIZ,FED,2,4-24-8700085-2
4-24-8700085,4-24-8700085,3,24,5,1,1995-02-22,1987-11-04,1995-06-14,1987-11-04,1995-11-29,1,US govt plaintiff,5,3,2,5,U S,FED,RAYLE COAL CO,BIZ,RAYLE ET AL,US ET AL,DEF,PLT,MOD,MOD,1995,1995,BIZ,FED,3,4-24-8700085-3
4-24-8900170,4-24-8900170,1,24,2,2,1994-10-05,1989-10-30,1994-11-28,1989-10-30,1994-08-03,2,US govt defendant,9,-8,5,-8,CUPP,IND,STONE ETL,BIZ,US ET AL,CUPP ET AL,DEF,PLT,STRONG,STRONG,1994,1994,BIZ,IND,1,4-24-8900170-1
4-24-9000082,4-24-9000082,1,24,1,1,1995-10-03,1990-08-06,1995-11-20,1990-08-06,1995-03-06,1,US govt plaintiff,9,1,5,-8,USA,FED,HARRISON WAREHOUSE SVC CO INC,BIZ,US,HARRISON ET AL,PLT,DEF,STRONG,STRONG,1995,1995,FED,BIZ,1,4-24-9000082-1
4-24-9400113,4-24-9400113,1,24,1,1,1995-11-28,1994-10-12,1996-04-12,1994-10-12,1995-10-30,2,US govt defendant,6,2,1,3,"HUGHES RIVER, ET AL",NGO,"ESPY, ET AL",FED,HUGHES ET AL,GLICKMAN ET AL,PLT,DEF,MOD,MOD,1995,1996,NGO,FED,1,4-24-9400113-1
4-24-9503056,NA,1,NA,NA,1,1998-08-03,1994-10-12,1999-01-13,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,HUGHES ET AL,JOHNSON ET AL,NA,NA,NA,NA,1998,1999,NA,FED,1,4-24-9503056-1
4-24-9600034,4-24-9600034,2,24,1,1,1997-11-24,1996-02-29,1998-12-07,1996-02-29,1997-09-08,2,US govt defendant,6,2,1,2,WV HIGHLANDS,NGO,"BABBITT, ET AL",FED,LAROSA,WV ET AL,DEF,PLT,MOD,MOD,1997,1998,FED,NGO,1,4-24-9600034-1
4-24-9600034,4-24-9600034,2,24,1,1,1997-11-12,1996-02-29,1998-12-07,1996-02-29,1997-09-08,2,US govt defendant,6,2,1,2,WV HIGHLANDS,NGO,"BABBITT, ET AL",FED,WV,BABBITT ET AL,PLT,DEF,STRONG,STRONG,1997,1998,NGO,FED,2,4-24-9600034-2
4-24-9900094,NA,1,NA,NA,1,1993-05-04,1988-10-24,1995-06-14,NA,NA,2,NA,99,NA,2,5,NA,NA,NA,NA,RAYLE ET AL,DIVISION ET AL,NA,NA,NA,NA,1993,1995,NA,NA,1,4-24-9900094-1
4-25-0100770,4-25-0100770,2,25,2,2,2002-07-09,2001-08-21,2003-01-29,2001-08-21,2002-08-20,2,US govt defendant,14,-8,1,2,KENTUCKIANS,NGO,"RIVENBURGH, ET AL",FED,POCAHONTAS ET AL,KENTUCKIANS ET,DEF,PLT,STRONG,STRONG,2002,2003,FED,NGO,1,4-25-0100770-1
4-25-0100770,4-25-0100770,2,25,2,2,2002-07-09,2001-08-21,2003-01-29,2001-08-21,2002-08-20,2,US govt defendant,14,-8,1,2,KENTUCKIANS,NGO,"RIVENBURGH, ET AL",FED,RIVENBURGH ET AL,KENTUCKIANS ET,DEF,PLT,STRONG,STRONG,2002,2003,FED,NGO,2,4-25-0100770-2
4-25-0200059,4-25-0200059,1,25,3,3,2003-11-18,2002-01-24,2003-11-26,2002-01-24,2003-08-29,2,US govt defendant,6,1,5,-8,"OHIO VALLEY, ET AL",NGO,WHITMAN,FED,HORINKO ET AL,OHIO,DEF,PLT,MOD,MOD,2003,2003,FED,NGO,1,4-25-0200059-1
4-25-0200092,NA,1,NA,NA,3,2002-10-15,2002-08-27,2003-01-08,NA,NA,1,NA,99,NA,5,-8,NA,NA,NA,NA,TRACY,US,NA,NA,NA,NA,2002,2003,NA,NA,1,4-25-0200092-1
4-25-0400084,4-25-0400084,1,25,3,3,2006-01-26,2004-01-30,2006-12-12,2004-01-30,2005-09-30,2,US govt defendant,1,-8,1,1,"OHIO RIVER VALLEY, ET AL",NGO,NORTON,FED,NORTON ET AL,OHIO,DEF,PLT,STRONG,STRONG,2006,2006,FED,NGO,1,4-25-0400084-1
4-25-0500784,4-25-0500784,3,25,3,3,2007-10-02,2005-09-22,2009-02-13,2005-09-22,2011-03-21,2,US govt defendant,14,0,1,2,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"ELK RUN COAL COMPANY, ET AL",BIZ,ARACOMA COAL COMPANY,OHIO VALLEY ENVIRONM,DEF,PLT,STRONG,STRONG,2007,2009,BIZ,NGO,1,4-25-0500784-1
4-25-0500784,4-25-0500784,3,25,3,3,2007-05-29,2005-09-22,2009-02-13,2005-09-22,2011-03-21,2,US govt defendant,14,0,1,2,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"ELK RUN COAL COMPANY, ET AL",BIZ,UNITED STATES ARMY C,OHIO VALLEY ENVIRONM,DEF,PLT,MOD,MOD,2007,2009,BIZ,NGO,2,4-25-0500784-2
4-25-0500784,4-25-0500784,3,25,3,3,2007-11-16,2005-09-22,2009-02-13,2005-09-22,2011-03-21,2,US govt defendant,14,0,1,2,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"ELK RUN COAL COMPANY, ET AL",BIZ,UNITED STATES ARMY C,OHIO VALLEY ENVIRONM,DEF,PLT,MOD,MOD,2007,2009,BIZ,NGO,3,4-25-0500784-3
4-25-0800979,4-25-0800979,4,25,3,3,2010-04-14,2008-08-07,2011-04-15,2008-08-07,2013-12-10,2,federal question,6,3,4,-8,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"UNITED STATES ARMY CORP, ET AL",FED,"FOLA COAL COMPANY, L",OHIO VALLEY ENVIRONM,DEF,PLT,MOD,MOD,2010,2011,FED,NGO,1,4-25-0800979-1
4-25-0800979,4-25-0800979,4,25,3,3,2010-03-29,2008-08-07,2011-04-15,2008-08-07,2013-12-10,2,federal question,6,3,4,-8,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"UNITED STATES ARMY CORP, ET AL",FED,"LOADOUT, LLC",OHIO VALLEY ENVIRONM,DEF,PLT,MOD,MOD,2010,2011,FED,NGO,2,4-25-0800979-2
4-25-0800979,4-25-0800979,4,25,3,3,2010-04-14,2008-08-07,2011-04-15,2008-08-07,2013-12-10,2,federal question,6,3,4,-8,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"UNITED STATES ARMY CORP, ET AL",FED,"LOADOUT, LLC",OHIO VALLEY ENVIRONM,DEF,PLT,MOD,MOD,2010,2011,FED,NGO,3,4-25-0800979-3
4-25-0800979,4-25-0800979,4,25,3,3,2010-04-14,2008-08-07,2010-12-09,2008-08-07,2013-12-10,2,federal question,6,3,4,-8,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"UNITED STATES ARMY CORP, ET AL",FED,UNITED STATES ARMY C,OHIO VALLEY ENVIRONM,DEF,PLT,STRONG,STRONG,2010,2010,FED,NGO,4,4-25-0800979-4
4-25-0900149,4-25-0900149,1,25,3,3,2011-01-19,2009-02-18,2012-01-10,2009-02-18,2011-01-03,2,US govt defendant,6,2,1,1,"OHIO RIVER VALLEY ENVIR, ET AL",NGO,"SALAZAR, ET AL",FED,OHIO RIVER VALLEY EN,SALAZAR,PLT,DEF,STRONG,STRONG,2011,2012,NGO,FED,1,4-25-0900149-1
4-25-1100149,4-25-1100149,1,25,3,3,2012-08-16,2011-03-08,2013-05-15,2011-03-08,2012-08-10,2,US govt defendant,6,2,1,1,"OHIO VALLEY ENVIRONMENT, ET AL",NGO,"UNITED STATES ARMY CORP, ET AL",FED,OHIO VALLEY ENVIRONM,HIGHLAND MINING COMP,PLT,DEF,MOD,MOD,2012,2013,NGO,FED,1,4-25-1100149-1
4-25-1603060,4-25-1603060,2,25,2,2,2018-05-25,2016-03-31,2019-03-12,2016-03-31,2018-03-29,2,US govt defendant,17,2,1,1,SANITARY BOARD OF THE CITY OF,LOC,"MCCARTHY, ET AL",FED,SANITARY BOARD OF TH,PRUITT,PLT,DEF,STRONG,STRONG,2018,2019,LOC,FED,1,4-25-1603060-1
4-25-1603060,4-25-1603060,2,25,2,2,2018-11-19,2016-03-31,2020-04-09,2016-03-31,2018-03-29,2,US govt defendant,17,2,1,1,SANITARY BOARD OF THE CITY OF,LOC,"MCCARTHY, ET AL",FED,SANITARY BOARD OF TH,WHEELER,PLT,DEF,MOD,MOD,2018,2020,LOC,FED,2,4-25-1603060-2
4-25-8900642,NA,2,NA,NA,NA,1990-10-29,1989-05-30,1991-01-07,NA,NA,1,NA,99,NA,5,-8,NA,NA,NA,NA,FIBER,US ET AL,NA,NA,NA,NA,1990,1991,NA,NA,1,4-25-8900642-1
4-25-8900642,NA,2,NA,NA,NA,1990-10-23,1989-05-30,1991-01-07,NA,NA,1,NA,99,NA,5,-8,NA,NA,NA,NA,US,FIBER ET AL,NA,NA,NA,NA,1990,1991,NA,NA,2,4-25-8900642-2
4-25-9001195,4-25-9001195,3,25,5,5,1993-01-14,1990-12-19,1993-12-09,1990-12-19,1992-06-17,1,US govt plaintiff,6,2,1,3,UNITED STATES,FED,"SHAFFER EQUIP. CO., ET AL",BIZ,BERWIND,US ET AL,DEF,PLT,MOD,MOD,1993,1993,BIZ,FED,1,4-25-9001195-1
4-25-9001195,4-25-9001195,3,25,5,5,1992-08-27,1990-12-19,1993-12-09,1990-12-19,1992-06-17,1,US govt plaintiff,6,2,1,3,UNITED STATES,FED,"SHAFFER EQUIP. CO., ET AL",BIZ,US,SHAFFER ET AL,PLT,DEF,STRONG,STRONG,1992,1993,FED,BIZ,2,4-25-9001195-2
4-25-9001195,4-25-9001195,3,25,5,5,1993-01-08,1990-12-19,1993-12-09,1990-12-19,1992-06-17,1,US govt plaintiff,6,2,1,3,UNITED STATES,FED,"SHAFFER EQUIP. CO., ET AL",BIZ,US,SHAFFER ET AL,PLT,DEF,STRONG,STRONG,1993,1993,FED,BIZ,3,4-25-9001195-3
4-25-9501063,4-25-9501063,1,25,2,2,1996-10-09,1995-12-01,1997-01-06,1995-12-01,1996-08-08,2,US govt defendant,14,-8,5,-8,CAT RUN COAL COMPANY,BIZ,"BABBITT, ET AL",FED,"BABBITT,",CAT ET AL,DEF,PLT,STRONG,STRONG,1996,1997,FED,BIZ,1,4-25-9501063-1
4-25-9501149,4-25-9501149,1,25,2,2,1996-05-24,1995-12-27,1996-08-08,1995-12-27,1996-03-18,2,US govt defendant,6,1,5,-8,ELK RUN COAL COMPANY,BIZ,"BABBITT, ET AL",FED,"BABBITT,",ELK ET AL,DEF,PLT,STRONG,STRONG,1996,1996,FED,BIZ,1,4-25-9501149-1
4-25-9600371,4-25-9600371,1,25,2,2,1997-09-16,1996-04-18,1997-11-07,1996-04-18,1997-07-11,2,US govt defendant,6,2,5,-8,"WV MINING, ET AL",BIZ,"BABBITT, ET AL",FED,WV ET AL,"BABBITT, ET AL",PLT,DEF,STRONG,STRONG,1997,1997,BIZ,FED,1,4-25-9600371-1
4-25-9800636,4-25-9800636,8,25,2,2,1999-11-01,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,HOBET ET AL,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,1,4-25-9800636-1
4-25-9800636,4-25-9800636,8,25,2,2,2000-03-27,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,HOBET ET AL,CASTLE ET AL,DEF,PLT,MOD,MOD,2000,2001,FED,IND,2,4-25-9800636-2
4-25-9800636,4-25-9800636,8,25,2,2,1999-11-01,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,INTERNATIONAL ET,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,3,4-25-9800636-3
4-25-9800636,4-25-9800636,8,25,2,2,1999-11-01,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,MIANO ET AL,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,4,4-25-9800636-4
4-25-9800636,4-25-9800636,8,25,2,2,1999-12-28,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,ROBERTSON ET AL,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,5,4-25-9800636-5
4-25-9800636,4-25-9800636,8,25,2,2,1999-11-01,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,WESTERN ET AL,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,6,4-25-9800636-6
4-25-9800636,4-25-9800636,8,25,2,2,1999-11-01,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,WV ET AL,BRAGG ET AL,DEF,PLT,STRONG,STRONG,1999,2001,FED,IND,7,4-25-9800636-7
4-25-9800636,4-25-9800636,8,25,2,2,2000-03-27,1998-07-16,2001-04-24,1998-07-16,2000-02-17,2,US govt defendant,13,-8,1,3,"BRAGG, ET AL",IND,"ROBERTSON, ET AL",FED,WV ET AL,CASTLE ET AL,PLT,DEF,WEAK,WEAK,2000,2001,IND,FED,8,4-25-9800636-8
5-36-0400329,5-36-0400329,1,36,6,6,2004-10-11,2004-01-27,2005-06-22,2004-01-27,2004-08-09,2,US govt defendant,6,2,1,1,"CONCERNED CITIZEN, ET AL",CIVIC,FEDERAL HWY ADMIN,FED,CONCRD,FED,PLT,DEF,STRONG,STRONG,2004,2005,CIVIC,FED,1,5-36-0400329-1
5-36-0401490,5-36-0401490,1,36,6,6,2005-11-04,2004-07-19,2006-08-29,2004-07-19,2005-09-02,2,US govt defendant,6,-8,1,1,LOUISIANA CRAWFISH PRODUCERS A,BIZ,ROWAN,FED,LA,ROWAN ET AL,PLT,DEF,STRONG,STRONG,2005,2006,BIZ,FED,1,5-36-0401490-1
5-36-0501395,5-36-0501395,1,36,2,2,2007-05-31,2005-08-03,2007-10-11,2005-08-03,2007-03-09,1,US govt plaintiff,6,-8,5,-8,U S A,FED,BURLINGTON RESOURCES OIL & GAS,BIZ,USA,BURLINGTON ET,PLT,DEF,STRONG,STRONG,2007,2007,FED,BIZ,1,5-36-0501395-1
5-36-0800893,5-36-0800893,4,36,2,2,2016-05-04,2008-06-24,2018-02-14,2008-06-24,2008-08-29,1,US govt plaintiff,18,0,1,1,"U S A, ET AL",FED,CITGO PETROLEUM CORP,BIZ,CITGO PETROLEUM CORP,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,2016,2018,BIZ,FED,1,5-36-0800893-1
5-36-0800893,5-36-0800893,4,36,2,2,2011-11-30,2008-06-24,2013-07-17,2008-06-24,2008-08-29,1,US govt plaintiff,18,0,1,2,"U S A, ET AL",FED,CITGO PETROLEUM CORP,BIZ,UNITED STATES OF AME,CITGO PETROLEUM CORP,PLT,DEF,STRONG,STRONG,2011,2013,FED,BIZ,2,5-36-0800893-2
5-36-0800893,5-36-0800893,4,36,2,2,2011-12-08,2008-06-24,2013-07-17,2008-06-24,2008-08-29,1,US govt plaintiff,18,0,1,2,"U S A, ET AL",FED,CITGO PETROLEUM CORP,BIZ,UNITED STATES OF AME,CITGO PETROLEUM CORP,PLT,DEF,STRONG,STRONG,2011,2013,FED,BIZ,3,5-36-0800893-3
5-36-0800893,5-36-0800893,4,36,2,2,2016-05-19,2008-06-24,2018-02-14,2008-06-24,2008-08-29,1,US govt plaintiff,18,0,1,1,"U S A, ET AL",FED,CITGO PETROLEUM CORP,BIZ,UNITED STATES OF AME,CITGO PETROLEUM CORP,PLT,DEF,STRONG,STRONG,2016,2018,FED,BIZ,4,5-36-0800893-4
5-36-8900884,5-36-8900884,2,36,2,2,1989-09-15,1989-04-19,1989-09-26,1989-04-19,1989-08-28,2,US govt defendant,6,3,5,-8,STANDARD CHLORINE CHEM CO,BIZ,"NATIONAL TOXICOLOGY PROGRAM, D",BIZ,SYNTHETC ORGANIC,SULLIVAN,PLT,DEF,STRONG,STRONG,1989,1989,BIZ,FED,1,5-36-8900884-1
5-36-8900884,5-36-8900884,2,36,2,2,1989-09-06,1989-04-19,1989-09-22,1989-04-19,1989-08-28,2,US govt defendant,6,3,5,-8,STANDARD CHLORINE CHEM CO,BIZ,"NATIONAL TOXICOLOGY PROGRAM, D",BIZ,SYNTHETIC ORGNIC,SULLIVAN,PLT,DEF,STRONG,STRONG,1989,1989,BIZ,FED,2,5-36-8900884-2
